"","GSE197754_enriched environment (EE)"
"13605",0.0727994716665032
"13607",0.0141312116890261
"13608",0.293327974974207
"13609",0.00226711622427538
"13610",0.0122588196759241
"13611",0.292850879893304
"13612",0.00308641975308642
"13614",0.109153244402677
"13616",0.0180934549843702
"13617",0.0279506456781978
"13618",0.00312462238188836
"13619",0.002634094926192
"13626",0.0064156383570303
"13628",0.00102409741479767
"13629",0.00107870711808828
"13631",0.005625
"13636",0.0258927867782337
"13637",0.0186837286508121
"13638",0.00262046485260771
"13639",0.168031934196932
"13640",0.0108645125830568
"13641",0.00691930422626406
"13642",0.0054390625
"13643",0.00355371513583308
"13644",0.0145471286665327
"13645",0.133756115295849
"13649",0.00742049965632846
"13650",0.0151155119176967
"13653",0.0130189090633751
"13654",0.101664488366665
"13655",0.00430159157510619
"13656",0.00897572553566097
"13660",0.00511184176703037
"13661",0.387739414768846
"13663",0.00265028914957995
"13664",0.00256335345832324
"13665",0.00222729034618678
"13666",0.00405430547124384
"13667",0.00391247757972096
"13669",0.00139639649800637
"13680",0.00355726435358616
"13681",0.00196172267344535
"13682",0.0014744987214944
"13684",0.00293808309145407
"13685",0.0453619062891619
"13688",0.00247940276539707
"13690",0.00147520820460597
"13709",0.0111049597014302
"13710",1.04441879969343
"13711",0.127071280276817
"13712",0.00658339597931958
"13713",0.0136939791760978
"13714",0.00676068103752351
"13716",0.0059433302743488
"13717",0.0394435162594402
"13722",0.00284308380656826
"13723",0.0100287976812794
"13726",0.00414464271408665
"13728",0.00211571671463985
"13730",0.0348719514056347
"13731",0.00530104205792095
"13732",0.119590653036944
"13733",0.015769900797053
"13796",0.0145313562184766
"13797",0.00548994217475012
"13799",0.166191164151562
"13800",0.00147088926698534
"13803",0.00104823788192891
"13804",0.0234945821214448
"13805",0.0128459052023694
"13806",0.00149457965777447
"13807",0.0014882553138897
"13808",0.0108506944444444
"13809",0.0291812953827904
"13813",0.0770011642792401
"13819",0.00200693114802112
"13821",0.00164187703967187
