"","Probe","NCBIid","gene_ensembl_id","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_166916_coefficient","contrast_166916_log2fc","contrast_166916_tstat","contrast_166916_pvalue","contrast_166917_coefficient","contrast_166917_log2fc","contrast_166917_tstat","contrast_166917_pvalue","contrast_166919_coefficient","contrast_166919_log2fc","contrast_166919_tstat","contrast_166919_pvalue"
"8766",69585,69585,"ENSMUSG00000038403","Hjv","hemojuvelin BMP co-receptor",0.2584,0.6059,0.4263,-0.5261,-0.5261,-1.834,0.0792,-0.517,-0.517,-1.8446,0.0776,-0.3965,-0.3965,-1.2459,0.2249
"8767",76808,76808,"ENSMUSG00000045128","Rpl18a","ribosomal protein L18A",0.2584,0.6059,0.4264,0.0247,0.0247,0.2608,0.7965,-0.1105,-0.1105,-1.192,0.245,-0.1212,-0.1212,-1.1338,0.2682
"8768",68180,68180,"ENSMUSG00000006395","Hyi","hydroxypyruvate isomerase (putative)",0.2584,0.6059,0.4265,-0.244,-0.244,-1.9344,0.0651,-0.1913,-0.1913,-1.5582,0.1324,-0.2307,-0.2307,-1.6318,0.1159
"8769",52864,52864,"ENSMUSG00000039738","Slx4","SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)",0.2584,0.6059,0.4264,-0.1046,-0.1046,-1.907,0.0687,-0.0898,-0.0898,-1.6734,0.1073,-0.102,-0.102,-1.6572,0.1106
"8770",19266,19266,"ENSMUSG00000028399","Ptprd","protein tyrosine phosphatase receptor type D",0.2585,0.606,0.4266,0.0415,0.0415,0.6443,0.5256,0.0304,0.0304,0.4819,0.6343,0.1388,0.1388,1.9152,0.0676
"8771",12319,12319,"ENSMUSG00000041261","Car8","carbonic anhydrase 8",0.2585,0.606,0.4266,0.1226,0.1226,0.6771,0.5049,0.3116,0.3116,1.7803,0.0878,0.0566,0.0566,0.2788,0.7828
"8772",268470,268470,"ENSMUSG00000014349","Ube2z","ubiquitin-conjugating enzyme E2Z",0.2585,0.606,0.4265,-0.0266,-0.0266,-0.6601,0.5155,-0.0662,-0.0662,-1.6766,0.1067,-0.0758,-0.0758,-1.6663,0.1088
"8773",108954,108954,"ENSMUSG00000046062","Ppp1r15b","protein phosphatase 1, regulatory subunit 15B",0.2586,0.6061,0.4267,-0.0402,-0.0402,-0.9156,0.3691,0.0109,0.0109,0.2532,0.8023,-0.0676,-0.0676,-1.3656,0.1848
"8774",664903,664903,"","Rps15a-ps4","ribosomal protein S15A, pseudogene 4",0.2587,0.6063,0.4267,-0.353,-0.353,-1.1816,0.249,0.1436,0.1436,0.515,0.6113,0.0839,0.0839,0.2642,0.7939
"8775",227095,227095,"ENSMUSG00000041426","Hibch","3-hydroxyisobutyryl-Coenzyme A hydrolase",0.2588,0.6065,0.4268,-0.1059,-0.1059,-1.7241,0.0977,-0.0503,-0.0503,-0.8398,0.4094,-0.0011,-0.0011,-0.0168,0.9867
"8776",69259,69259,"ENSMUSG00000016946","Kctd5","potassium channel tetramerisation domain containing 5",0.2589,0.6065,0.4268,0.0028,0.0028,0.0612,0.9517,0.0644,0.0644,1.427,0.1666,-0.0114,-0.0114,-0.2208,0.8271
"8777",192285,192285,"ENSMUSG00000058318","Phf21a","PHD finger protein 21A",0.259,0.6066,0.427,0.075,0.075,1.5568,0.1327,0.0482,0.0482,1.0209,0.3176,-0.0097,-0.0097,-0.179,0.8595
"8778",68815,68815,"ENSMUSG00000038187","Btbd10","BTB domain containing 10",0.259,0.6066,0.4269,0.0263,0.0263,0.6094,0.548,-0.0264,-0.0264,-0.6248,0.538,0.0535,0.0535,1.1051,0.2802
"8779",333433,333433,"ENSMUSG00000050627","Gpd1l","glycerol-3-phosphate dehydrogenase 1-like",0.259,0.6066,0.4269,0.0677,0.0677,2.0293,0.0538,0.038,0.038,1.1654,0.2554,0.0514,0.0514,1.3691,0.1838
"8780",627984,627984,"ENSMUSG00000121474","Nlrp1c-ps","NLR family, pyrin domain containing 1C, pseudogene",0.259,0.6066,0.427,0.3003,0.3003,0.7656,0.4515,0.0468,0.0468,0.1192,0.9061,0.6967,0.6967,1.6753,0.107
"8781",329316,329316,"ENSMUSG00000103923","Gm37896","predicted gene, 37896",0.2593,0.6071,0.4271,-1.015,-1.015,-1.6514,0.1118,-0.7127,-0.7127,-1.2192,0.2347,-0.0045,-0.0045,-0.0072,0.9943
"8782",112403,112403,"ENSMUSG00000040482","Dxo","decapping exoribonuclease",0.2596,0.6072,0.4275,0.0878,0.0878,1.1362,0.2672,0.0346,0.0346,0.4541,0.6539,-0.0681,-0.0681,-0.7763,0.4452
"8783",21940,21940,"ENSMUSG00000030336","Cd27","CD27 antigen",0.2596,0.6072,0.4274,-0.7293,-0.7293,-1.4434,0.1619,-0.9658,-0.9658,-1.917,0.0673,-0.3246,-0.3246,-0.597,0.5562
"8784",442848,442848,"","E230014E18Rik","RIKEN cDNA E230014E18 gene",0.2595,0.6072,0.4272,-0.4022,-0.4022,-1.7978,0.0849,-0.1157,-0.1157,-0.5459,0.5902,-0.037,-0.037,-0.1548,0.8783
"8785",17691,17691,"ENSMUSG00000024042","Sik1","salt inducible kinase 1",0.2595,0.6072,0.4272,0.1209,0.1209,0.5666,0.5763,0.1496,0.1496,0.7175,0.4801,-0.2705,-0.2705,-1.091,0.2862
"8786",17850,17850,"ENSMUSG00000023921","Mmut","methylmalonyl-Coenzyme A mutase",0.2595,0.6072,0.4274,-0.1485,-0.1485,-1.9129,0.0679,-0.0996,-0.0996,-1.3137,0.2015,-0.0428,-0.0428,-0.4926,0.6268
"8787",208643,208643,"ENSMUSG00000045983","Eif4g1","eukaryotic translation initiation factor 4, gamma 1",0.2595,0.6072,0.4271,-0.0612,-0.0612,-1.7689,0.0897,-0.02,-0.02,-0.5899,0.5608,-0.0547,-0.0547,-1.4022,0.1738
"8788",330660,330660,"ENSMUSG00000040298","Btbd16","BTB domain containing 16",0.2595,0.6072,0.4273,-0.264,-0.264,-1.5579,0.1325,-0.0149,-0.0149,-0.0916,0.9278,-0.2112,-0.2112,-1.1183,0.2746
"8789",67856,67856,"ENSMUSG00000039063","Echdc3","enoyl Coenzyme A hydratase domain containing 3",0.2595,0.6072,0.4273,-0.3716,-0.3716,-1.379,0.1807,-0.5424,-0.5424,-2.0258,0.0541,-0.4243,-0.4243,-1.3983,0.1749
"8790",76223,76223,"ENSMUSG00000038836","Agbl3","ATP/GTP binding protein-like 3",0.2596,0.6072,0.4275,-0.0817,-0.0817,-1.0628,0.2985,-0.0154,-0.0154,-0.2058,0.8387,0.0728,0.0728,0.8626,0.397
"8791",107392,107392,"ENSMUSG00000080268","Brms1","breast cancer metastasis-suppressor 1",0.2596,0.6072,0.4276,0.0504,0.0504,0.631,0.5341,0.0972,0.0972,1.2447,0.2254,-0.0552,-0.0552,-0.6119,0.5464
"8792",271305,271305,"ENSMUSG00000016624","Phf21b","PHD finger protein 21B",0.2597,0.6073,0.4276,0.1421,0.1421,1.4528,0.1594,0.1851,0.1851,1.9339,0.0651,0.0727,0.0727,0.6631,0.5136
"8793",14807,14807,"ENSMUSG00000001985","Grik3","glutamate receptor, ionotropic, kainate 3",0.2597,0.6074,0.4277,0.1065,0.1065,1.1464,0.263,0.1432,0.1432,1.5779,0.1278,-0.0086,-0.0086,-0.0822,0.9351
"8794",102638846,102638846,"","Gm35314","predicted gene, 35314",0.2598,0.6075,0.4277,0.6313,0.6313,1.9623,0.0615,0.3108,0.3108,0.9533,0.35,0.3226,0.3226,0.8847,0.3852
"8795",20623,20623,"ENSMUSG00000038145","Snrk","SNF related kinase",0.2599,0.6075,0.4278,0.0571,0.0571,1.6279,0.1167,0.045,0.045,1.3121,0.202,0.0021,0.0021,0.0537,0.9577
"8796",230967,230967,"ENSMUSG00000039523","Cep104","centrosomal protein 104",0.2599,0.6075,0.4277,-0.0641,-0.0641,-1.5202,0.1416,-0.0122,-0.0122,-0.2967,0.7693,-0.0685,-0.0685,-1.4443,0.1617
"8797",67285,67285,"ENSMUSG00000021715","Cwc27","CWC27 spliceosome-associated protein",0.2601,0.6079,0.4278,-0.0532,-0.0532,-0.8406,0.4089,-0.1144,-0.1144,-1.8351,0.079,-0.0191,-0.0191,-0.2698,0.7896
"8798",64138,64138,"ENSMUSG00000016256","Ctsz","cathepsin Z",0.2604,0.6082,0.4281,-0.1488,-0.1488,-1.7937,0.0856,-0.1569,-0.1569,-1.9297,0.0657,-0.1248,-0.1248,-1.3409,0.1926
"8799",51897,51897,"ENSMUSG00000027244","Atg13","autophagy related 13",0.2604,0.6082,0.4281,0.0385,0.0385,1.1518,0.2608,-0.0134,-0.0134,-0.4092,0.686,-0.0146,-0.0146,-0.3868,0.7023
"8800",19075,19075,"ENSMUSG00000025395","Prim1","DNA primase, p49 subunit",0.2603,0.6082,0.4279,-0.1457,-0.1457,-1.477,0.1528,-0.0156,-0.0156,-0.1633,0.8716,0.0293,0.0293,0.2707,0.7889
"8801",319940,319940,"ENSMUSG00000085440","Sorbs2os","sorbin and SH3 domain containing 2, opposite strand",0.2603,0.6082,0.4279,-0.0769,-0.0769,-0.288,0.7758,0.2614,0.2614,1.0333,0.3119,-0.2127,-0.2127,-0.694,0.4944
"8802",224833,224833,"ENSMUSG00000034382","AI661453","expressed sequence AI661453",0.2603,0.6082,0.428,0.1481,0.1481,0.6229,0.5393,0.1513,0.1513,0.6488,0.5227,0.4795,0.4795,1.9014,0.0694
"8803",353499,353499,"ENSMUSG00000019734","Tmc4","transmembrane channel-like gene family 4",0.2603,0.6082,0.428,0.3413,0.3413,1.7001,0.1022,0.2876,0.2876,1.449,0.1604,0.0598,0.0598,0.2609,0.7964
"8804",319562,319562,"ENSMUSG00000051295","9630028B13Rik","RIKEN cDNA 9630028B13 gene",0.2606,0.6086,0.4282,0.3825,0.3825,1.5443,0.1357,0.4956,0.4956,2.0583,0.0507,0.3427,0.3427,1.2544,0.2219
"8805",17389,17389,"ENSMUSG00000028226","Mmp16","matrix metallopeptidase 16",0.2606,0.6086,0.4282,0.1711,0.1711,1.6521,0.1117,0.2012,0.2012,1.986,0.0587,0.1782,0.1782,1.533,0.1385
"8806",113002583,113002583,"ENSMUSG00000118537","Shld3","shieldin complex subunit 3",0.2607,0.6086,0.4284,-0.188,-0.188,-1.4069,0.1724,-0.1507,-0.1507,-1.1557,0.2593,0.0379,0.0379,0.2597,0.7973
"8807",105246968,105246968,"","Gm20636","predicted gene 20636",0.2607,0.6086,0.4283,0.4049,0.4049,1.4918,0.1489,0.3061,0.3061,1.134,0.2681,-0.0574,-0.0574,-0.1814,0.8576
"8808",14748,14748,"ENSMUSG00000049649","Gpr3","G-protein coupled receptor 3",0.2607,0.6086,0.4284,0.0884,0.0884,0.5892,0.5613,0.2492,0.2492,1.716,0.0992,0.0259,0.0259,0.1539,0.879
"8809",238331,238331,"ENSMUSG00000048483","Zdhhc22","zinc finger, DHHC-type containing 22",0.2607,0.6086,0.4283,0.1477,0.1477,0.7247,0.4757,0.1671,0.1671,0.838,0.4104,0.4367,0.4367,1.9753,0.0599
"8810",105245694,105245694,"","Gm41106","predicted gene, 41106",0.2608,0.6087,0.4285,-0.7122,-0.7122,-1.527,0.14,-0.7692,-0.7692,-1.669,0.1082,-0.9929,-0.9929,-1.8045,0.0838
"8811",18988,18988,"ENSMUSG00000032015","Pou2f3","POU domain, class 2, transcription factor 3",0.261,0.6087,0.4287,0.0943,0.0943,0.2504,0.8044,0.5868,0.5868,1.6499,0.1121,0.4151,0.4151,1.0299,0.3134
"8812",328019,328019,"ENSMUSG00000044787","Spata32","spermatogenesis associated 32",0.261,0.6087,0.4288,-0.3542,-0.3542,-1.94,0.0643,-0.3061,-0.3061,-1.7282,0.0969,-0.2355,-0.2355,-1.1667,0.2549
"8813",14886,14886,"ENSMUSG00000060261","Gtf2i","general transcription factor II I",0.261,0.6087,0.4288,-0.0122,-0.0122,-0.4039,0.6899,-0.0106,-0.0106,-0.3575,0.7239,-0.0626,-0.0626,-1.836,0.0789
"8814",18082,18082,"ENSMUSG00000034285","Nipsnap1","nipsnap homolog 1",0.2609,0.6087,0.4286,0.0285,0.0285,0.5516,0.5863,-0.0557,-0.0557,-1.0981,0.2832,0.0125,0.0125,0.2155,0.8312
"8815",213556,213556,"ENSMUSG00000040852","Plekhh2","pleckstrin homology domain containing, family H (with MyTH4 domain) member 2",0.2608,0.6087,0.4285,-0.1039,-0.1039,-1.045,0.3065,-0.1153,-0.1153,-1.184,0.2481,0.0547,0.0547,0.5003,0.6214
"8816",56447,56447,"ENSMUSG00000060992","Copz1","coatomer protein complex, subunit zeta 1",0.261,0.6087,0.4287,0.0176,0.0176,0.3361,0.7398,-0.0464,-0.0464,-0.9046,0.3748,-0.0775,-0.0775,-1.313,0.2017
"8817",20090,20090,"ENSMUSG00000034892","Rps29","ribosomal protein S29",0.2609,0.6087,0.4286,0.0836,0.0836,0.8609,0.3979,-0.0283,-0.0283,-0.2979,0.7683,-0.1091,-0.1091,-0.9938,0.3303
"8818",70495,70495,"ENSMUSG00000031007","Atp6ap2","ATPase, H+ transporting, lysosomal accessory protein 2",0.261,0.6087,0.4289,0.0049,0.0049,0.0963,0.9241,0.0016,0.0016,0.0317,0.975,0.0944,0.0944,1.6458,0.1129
"8819",237886,237886,"ENSMUSG00000069793","Slfn9","schlafen 9",0.2611,0.6088,0.4289,-0.4078,-0.4078,-1.6327,0.1157,-0.0177,-0.0177,-0.0754,0.9405,-0.0394,-0.0394,-0.1462,0.885
"8820",69256,69256,"ENSMUSG00000024276","Zfp397","zinc finger protein 397",0.2611,0.6088,0.429,-0.0621,-0.0621,-0.6905,0.4966,0.0734,0.0734,0.8391,0.4098,0.0841,0.0841,0.8393,0.4096
"8821",21807,21807,"ENSMUSG00000022010","Tsc22d1","TSC22 domain family, member 1",0.2614,0.6088,0.4292,0.0314,0.0314,0.8253,0.4174,0.0183,0.0183,0.4916,0.6275,-0.0438,-0.0438,-1.0229,0.3166
"8822",15979,15979,"ENSMUSG00000020009","Ifngr1","interferon gamma receptor 1",0.2612,0.6088,0.4291,-0.0399,-0.0399,-0.6964,0.493,-0.0869,-0.0869,-1.5431,0.136,0.015,0.015,0.2359,0.8155
"8823",22042,22042,"ENSMUSG00000022797","Tfrc","transferrin receptor",0.2614,0.6088,0.4293,-0.0929,-0.0929,-1.4085,0.1719,-0.1163,-0.1163,-1.8026,0.0841,-0.0276,-0.0276,-0.3726,0.7128
"8824",210135,210135,"ENSMUSG00000057101","Zfp180","zinc finger protein 180",0.2613,0.6088,0.4292,0.053,0.053,1.0473,0.3055,0.0739,0.0739,1.4919,0.1489,-0.0126,-0.0126,-0.2206,0.8273
"8825",68520,68520,"ENSMUSG00000021286","Zfyve21","zinc finger, FYVE domain containing 21",0.2614,0.6088,0.4293,-0.1188,-0.1188,-1.608,0.121,-0.0799,-0.0799,-1.1077,0.2791,0.0057,0.0057,0.0702,0.9446
"8826",386750,386750,"ENSMUSG00000048304","Slitrk3","SLIT and NTRK-like family, member 3",0.2613,0.6088,0.4292,-0.0119,-0.0119,-0.2134,0.8328,-0.0812,-0.0812,-1.4824,0.1514,0.0131,0.0131,0.2074,0.8375
"8827",57321,57321,"ENSMUSG00000033430","Terf2ip","telomeric repeat binding factor 2, interacting protein",0.2613,0.6088,0.4291,-0.0623,-0.0623,-2.016,0.0552,-0.0442,-0.0442,-1.4626,0.1567,-0.0307,-0.0307,-0.8842,0.3854
"8828",271786,271786,"ENSMUSG00000060988","Galnt13","polypeptide N-acetylgalactosaminyltransferase 13",0.2612,0.6088,0.429,-0.0976,-0.0976,-0.8879,0.3835,0.0824,0.0824,0.7725,0.4474,0.0579,0.0579,0.4735,0.6402
"8829",100503307,100503307,"ENSMUSG00000086610","Gm15408","predicted gene 15408",0.2615,0.609,0.4294,-0.4192,-0.4192,-1.6662,0.1088,-0.3895,-0.3895,-1.588,0.1255,-0.0939,-0.0939,-0.347,0.7317
"8830",68427,68427,"ENSMUSG00000002105","Slc39a13","solute carrier family 39 (metal ion transporter), member 13",0.2615,0.609,0.4294,0.1155,0.1155,1.4411,0.1626,0.0418,0.0418,0.5297,0.6012,-0.0359,-0.0359,-0.3965,0.6953
"8831",102633149,102633149,"","9430053O09Rik","RIKEN cDNA 9430053O09 gene",0.2616,0.609,0.4295,0.1136,0.1136,1.0754,0.293,0.1135,0.1135,1.0948,0.2846,0.2382,0.2382,2.0549,0.051
"8832",66163,66163,"ENSMUSG00000003299","Mrpl4","mitochondrial ribosomal protein L4",0.2617,0.6091,0.4295,-0.0033,-0.0033,-0.0574,0.9547,-0.0685,-0.0685,-1.1983,0.2426,-0.1011,-0.1011,-1.5401,0.1367
"8833",66244,66244,"ENSMUSG00000020982","Nemf","nuclear export mediator factor",0.2618,0.6092,0.4297,0.0512,0.0512,1.1016,0.2816,0.09,0.09,1.9814,0.0592,0.0778,0.0778,1.4903,0.1493
"8834",18383,18383,"ENSMUSG00000063727","Tnfrsf11b","tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)",0.2618,0.6092,0.4296,0.137,0.137,0.5606,0.5803,0.3929,0.3929,1.6754,0.107,0.406,0.406,1.5467,0.1351
"8835",102634653,102634653,"","Gm32187","predicted gene, 32187",0.2619,0.6092,0.4298,0.1994,0.1994,0.8109,0.4255,0.1112,0.1112,0.4567,0.652,0.4901,0.4901,1.8607,0.0752
"8836",235587,235587,"ENSMUSG00000023249","Parp3","poly (ADP-ribose) polymerase family, member 3",0.2619,0.6092,0.4299,-0.1868,-0.1868,-1.6885,0.1044,-0.1181,-0.1181,-1.099,0.2828,-0.0039,-0.0039,-0.0326,0.9743
"8837",72873,72873,"ENSMUSG00000057265","Bbof1","basal body orientation factor 1",0.2619,0.6092,0.4299,0.2515,0.2515,1.8767,0.0729,0.2261,0.2261,1.7145,0.0994,0.1225,0.1225,0.8113,0.4252
"8838",242819,242819,"ENSMUSG00000040570","Rundc3b","RUN domain containing 3B",0.2617,0.6092,0.4296,-0.0398,-0.0398,-0.8844,0.3853,0.0165,0.0165,0.376,0.7103,0.0467,0.0467,0.9266,0.3634
"8839",216974,216974,"ENSMUSG00000044122","Proca1","protein interacting with cyclin A1",0.2619,0.6092,0.4298,-0.3033,-0.3033,-1.9894,0.0583,-0.2086,-0.2086,-1.4118,0.171,-0.127,-0.127,-0.7578,0.456
"8840",623121,623121,"ENSMUSG00000073491","Ifi213","interferon activated gene 213",0.2618,0.6092,0.4297,1.0523,1.0523,1.7648,0.0904,0.4984,0.4984,0.8179,0.4215,1.0479,1.0479,1.6166,0.1192
"8841",22344,22344,"ENSMUSG00000018377","Vezf1","vascular endothelial zinc finger 1",0.262,0.6093,0.43,-0.0797,-0.0797,-1.5074,0.1449,-0.0535,-0.0535,-1.0344,0.3113,0.0132,0.0132,0.2231,0.8254
"8842",11785,11785,"ENSMUSG00000037032","Apbb1","amyloid beta precursor protein binding family B member 1",0.262,0.6093,0.43,-0.0096,-0.0096,-0.1996,0.8435,-0.072,-0.072,-1.5332,0.1384,-0.0716,-0.0716,-1.3221,0.1987
"8843",59093,59093,"ENSMUSG00000001120","Pcbp3","poly(rC) binding protein 3",0.2621,0.6094,0.4301,0.027,0.027,0.5262,0.6037,-0.0569,-0.0569,-1.1288,0.2702,0.0095,0.0095,0.164,0.8711
"8844",70976,70976,"ENSMUSG00000078442","Tektl1","tektin like 1",0.2621,0.6094,0.4301,-0.4163,-0.4163,-0.6489,0.5226,0.4084,0.4084,0.6898,0.497,0.6997,0.6997,1.0829,0.2897
"8845",13396,13396,"ENSMUSG00000029754","Dlx6","distal-less homeobox 6",0.2623,0.6095,0.4304,-0.3278,-0.3278,-1.4615,0.157,-0.1791,-0.1791,-0.8256,0.4173,-0.4936,-0.4936,-1.9077,0.0686
"8846",71254,71254,"ENSMUSG00000039164","Naif1","nuclear apoptosis inducing factor 1",0.2623,0.6095,0.4302,-0.0345,-0.0345,-0.2543,0.8015,0.1735,0.1735,1.3279,0.1968,-0.0034,-0.0034,-0.0225,0.9822
"8847",66867,66867,"ENSMUSG00000032329","Hmg20a","high mobility group 20A",0.2623,0.6095,0.4303,0.0809,0.0809,2.0607,0.0504,0.0539,0.0539,1.4026,0.1737,0.0526,0.0526,1.1907,0.2455
"8848",613258,613258,"","A730017L22Rik","RIKEN cDNA A730017L22 gene",0.2622,0.6095,0.4302,0.1822,0.1822,1.9571,0.0622,0.0774,0.0774,0.8395,0.4096,0.0811,0.0811,0.775,0.446
"8849",386655,386655,"ENSMUSG00000046058","Eid2","EP300 interacting inhibitor of differentiation 2",0.2623,0.6095,0.4303,0.0975,0.0975,1.6585,0.1104,0.0148,0.0148,0.2569,0.7994,0.0129,0.0129,0.1951,0.847
"8850",102641467,102641467,"","Gm20684","predicted gene 20684",0.2624,0.6095,0.4304,-0.0581,-0.0581,-0.2956,0.7701,0.0941,0.0941,0.4958,0.6246,0.3069,0.3069,1.473,0.1539
"8851",233575,233575,"ENSMUSG00000030990","Pgap2","post-GPI attachment to proteins 2",0.2624,0.6095,0.4305,-0.0422,-0.0422,-0.8875,0.3837,-0.033,-0.033,-0.7085,0.4855,0.0463,0.0463,0.8811,0.3871
"8852",319266,319266,"ENSMUSG00000079144","A130010J15Rik","RIKEN cDNA A130010J15 gene",0.2624,0.6095,0.4305,-0.0347,-0.0347,-0.4149,0.6819,-0.0931,-0.0931,-1.1317,0.269,0.0691,0.0691,0.7488,0.4613
"8853",102639371,102639371,"","Gm35701","predicted gene, 35701",0.2625,0.6096,0.4306,-0.9384,-0.9384,-1.8416,0.078,-0.5763,-0.5763,-1.2008,0.2417,-0.9747,-0.9747,-1.6566,0.1107
"8854",210027,210027,"ENSMUSG00000057060","Slc35f3","solute carrier family 35, member F3",0.2627,0.6099,0.4307,-5e-04,-5e-04,-0.0077,0.9939,0.0909,0.0909,1.5104,0.1441,0.0099,0.0099,0.1431,0.8874
"8855",102632075,102632075,"","Gm30244","predicted gene, 30244",0.2626,0.6099,0.4306,0.6386,0.6386,1.1937,0.2444,0.773,0.773,1.4848,0.1507,-0.0821,-0.0821,-0.1311,0.8968
"8856",67889,67889,"ENSMUSG00000026889","Rbm18","RNA binding motif protein 18",0.2626,0.6099,0.4307,-0.0248,-0.0248,-0.6541,0.5193,0.039,0.039,1.0535,0.3027,0.015,0.015,0.353,0.7272
"8857",18974,18974,"ENSMUSG00000020974","Pole2","polymerase (DNA directed), epsilon 2 (p59 subunit)",0.2627,0.6099,0.4308,-0.4758,-0.4758,-1.9362,0.0648,-0.2941,-0.2941,-1.2483,0.2241,-0.4377,-0.4377,-1.5741,0.1287
"8858",100504421,100504421,"ENSMUSG00000097277","2900076A07Rik","RIKEN cDNA 2900076A07 gene",0.2627,0.6099,0.4308,-0.1302,-0.1302,-0.9056,0.3742,0.0154,0.0154,0.1107,0.9128,0.1537,0.1537,0.9907,0.3318
"8859",18036,18036,"ENSMUSG00000030595","Nfkbib","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta",0.2628,0.6099,0.4308,-0.0299,-0.0299,-0.525,0.6044,-0.0814,-0.0814,-1.4511,0.1598,-0.1133,-0.1133,-1.7608,0.0911
"8860",19271,19271,"ENSMUSG00000025314","Ptprj","protein tyrosine phosphatase receptor type J",0.263,0.6102,0.4309,-0.0969,-0.0969,-1.4642,0.1562,0.0049,0.0049,0.0754,0.9406,-0.0028,-0.0028,-0.037,0.9708
"8861",67728,67728,"ENSMUSG00000028540","Dph2","DPH2 homolog",0.263,0.6102,0.431,-0.0185,-0.0185,-0.2033,0.8406,0.1158,0.1158,1.3096,0.2028,-0.0191,-0.0191,-0.1876,0.8528
"8862",100986,100986,"ENSMUSG00000040407","Akap9","A kinase anchor protein 9",0.2632,0.6102,0.4312,-0.058,-0.058,-0.796,0.4339,0.0648,0.0648,0.9101,0.3719,-0.0125,-0.0125,-0.1519,0.8805
"8863",100042493,100042493,"ENSMUSG00000095675","Ccl21b","C-C motif chemokine ligand 21B (leucine)",0.2632,0.6102,0.4313,0.3183,0.3183,1.8832,0.072,0.1237,0.1237,0.734,0.4701,0.2408,0.2408,1.2769,0.214
"8864",66983,66983,"ENSMUSG00000046010","Zfp830","zinc finger protein 830",0.2629,0.6102,0.4309,0.0836,0.0836,1.3476,0.1905,0.0527,0.0527,0.8639,0.3963,-0.0316,-0.0316,-0.4512,0.6559
"8865",240638,240638,"ENSMUSG00000009378","Slc16a12","solute carrier family 16 (monocarboxylic acid transporters), member 12",0.2631,0.6102,0.4311,-0.5707,-0.5707,-1.658,0.1104,-0.6481,-0.6481,-1.9201,0.0669,-0.5353,-0.5353,-1.3952,0.1759
"8866",232943,232943,"ENSMUSG00000040714","Klc3","kinesin light chain 3",0.2631,0.6102,0.4311,-0.1615,-0.1615,-0.8541,0.4016,-0.3761,-0.3761,-1.9928,0.0579,-0.1616,-0.1616,-0.7664,0.451
"8867",240817,240817,"ENSMUSG00000045968","Teddm2","transmembrane epididymal family member 2",0.2631,0.6102,0.4312,0.2704,0.2704,1.6915,0.1038,0.0606,0.0606,0.3793,0.7078,0.0434,0.0434,0.2384,0.8136
"8868",70233,70233,"ENSMUSG00000042502","Cd2bp2","CD2 cytoplasmic tail binding protein 2",0.263,0.6102,0.431,0.0492,0.0492,1.0162,0.3198,0.0548,0.0548,1.1577,0.2585,-0.0297,-0.0297,-0.5441,0.5914
"8869",110304,110304,"ENSMUSG00000038257","Glra3","glycine receptor, alpha 3 subunit",0.2632,0.6102,0.4313,0.1389,0.1389,0.6818,0.5019,0.1465,0.1465,0.7352,0.4694,0.4247,0.4247,1.9393,0.0644
"8870",108687,108687,"ENSMUSG00000038312","Edem2","ER degradation enhancer, mannosidase alpha-like 2",0.2635,0.6105,0.4314,-0.0888,-0.0888,-1.5518,0.1339,-0.0979,-0.0979,-1.7449,0.0939,-0.0266,-0.0266,-0.4169,0.6805
"8871",73600,73600,"ENSMUSG00000100599","1700120C14Rik","RIKEN cDNA 1700120C14 gene",0.2636,0.6105,0.4316,-1.1013,-1.1013,-1.5908,0.1249,-0.2504,-0.2504,-0.3991,0.6934,0.1955,0.1955,0.2844,0.7786
"8872",53334,53334,"ENSMUSG00000010392","Gosr1","golgi SNAP receptor complex member 1",0.2634,0.6105,0.4314,-0.0546,-0.0546,-1.2569,0.221,0.0124,0.0124,0.2912,0.7734,0.0135,0.0135,0.2767,0.7844
"8873",140488,140488,"ENSMUSG00000029814","Igf2bp3","insulin-like growth factor 2 mRNA binding protein 3",0.2636,0.6105,0.4317,0.0932,0.0932,0.8457,0.4061,0.1573,0.1573,1.4636,0.1564,-0.0379,-0.0379,-0.3044,0.7635
"8874",22428,22428,"ENSMUSG00000031516","Dctn6","dynactin 6",0.2635,0.6105,0.4315,-0.0546,-0.0546,-1.2527,0.2225,-0.0691,-0.0691,-1.6212,0.1182,-0.0017,-0.0017,-0.0346,0.9727
"8875",14428,14428,"ENSMUSG00000020793","Galr2","galanin receptor 2",0.2636,0.6105,0.4316,0.2223,0.2223,0.9004,0.377,0.3052,0.3052,1.2722,0.2156,-0.1453,-0.1453,-0.5065,0.6172
"8876",22646,22646,"ENSMUSG00000057895","Zfp105","zinc finger protein 105",0.2637,0.6105,0.4319,0.0236,0.0236,0.2851,0.778,0.0773,0.0773,0.9553,0.349,0.1641,0.1641,1.8062,0.0836
"8877",19826,19826,"ENSMUSG00000034681","Rnps1","RNA binding protein with serine rich domain 1",0.2637,0.6105,0.4318,0.0647,0.0647,1.2608,0.2196,-0.0015,-0.0015,-0.0302,0.9762,-0.0299,-0.0299,-0.5163,0.6104
"8878",102634310,102634310,"","Gm28783","predicted gene 28783",0.2637,0.6105,0.4318,-0.0825,-0.0825,-0.4734,0.6403,-0.1269,-0.1269,-0.7398,0.4666,0.1967,0.1967,1.0426,0.3076
